,country,city,phase,start_year,end_year,rr,length,tunnelper,tunnel,elevated,atgrade,stations,platform_length_meters,anglo,real_cost_2021,cost_km_2021
880,CN,Xi'an,Airport Line,2019,2024,0.0,29.28,0.28,8.14,,,10,117,0.0,3202.130107292192,109.36236705232896
881,CN,Xi'an,Line 5 Phase 2,2016,2021,0.0,19.87,0.16,3.2,,,13,117,0.0,2399.2011541244715,120.74489955332014
882,CN,Xi'an,Line 3,2012,2016,0.0,38.4,0.71,27.13,,,24,117,0.0,5489.518706914032,142.95621632588626
883,CN,Xi'an,Line 9,2016,2020,0.0,25.296,1,25.296,,,15,117,0.0,3551.8158885256084,140.41017902141084
884,CN,Xi'an,Line 6 Phase 1 and 2,2016,2022,0.0,39.8,1,39.8,,,32,117,0.0,7290.181195899193,183.1703818065124
885,CN,Xi'an,Line 4,2013,2018,0.0,33.3,1,33.3,,,28,117,0.0,5760.289511097594,172.98166699992777
886,CN,Xi'an,Line 5 Phase 1,2014,2020,0.0,25.7,0.95,24.3,,,20,117,0.0,4703.105971891318,183.000232369312
887,CN,Xi'an,Line 1 Phase 1,2008,2013,0.0,25.36,1,25.36,,,19,117,0.0,4283.709812969777,168.9160020887136
888,CN,Xi'an,Line 1 Phase 2,2016,2021,0.0,6.1,1,6.1,,,4,117,0.0,1048.5104142795838,171.8869531605875
889,CN,Xi'an,Line 2 Phase 1,2006,2011,0.0,26.76,1,26.76,,,21,117,0.0,5190.1963897602745,193.95352727056328
890,CN,Xiamen,Quanzhou-Xiamen-Zhangzhou Regional Rail R1 (Zhangzhou Section),2020,2025,0.0,45.8,0.8164548367500001,37.39363152315,,,9,,0.0,5477.49693289698,119.5960029016808
891,CN,Xiamen,Line 4 (Houxi to Xiang'an Airport),2022,2027,0.0,44.78,0.5,22.48,,,10,117,0.0,5491.742000000046,122.63827601607963
892,CN,Xiamen,Quanzhou-Xiamen-Zhangzhou Regional Rail R1 (Xiamen Section),2021,2026,1.0,51.2,0.81645483675,41.8024876416,,,4,,0.0,7246.4800000000605,141.53281250000117
893,CN,Xiamen,Line 3 Phase 1,2011,2020,0.0,18.6,0.81645483675,15.18605996355,,,16,117,0.0,3502.5915460799065,188.31137344515625
894,CN,Xiamen,Line 2 Phase 1,2015,2019,0.0,25.2,1,25.2,,,19,117,0.0,4655.284940437336,184.733529382434
895,CN,Xiamen,Line 1 Phase 1,2011,2020,0.0,31.5,0.84,26.36,,,23,117,0.0,5778.142526259652,183.43309607173498
896,CN,Xiamen,Line 9,2021,2026,0.0,44.2,1,44.2,,,24,117,0.0,9688.39558000008,219.19447013574842
897,CN,Xiamen,Quanzhou-Xiamen-Zhangzhou Regional Rail R1 (Quanzhou Section),2021,2026,1.0,70.2,0.81645483675,57.31512953985,,,11,,0.0,6835.400000000057,97.37037037037118
898,CN,Zhengzhou,Line 4,2014,2020,0.0,30.1,1,30.1,,,24,117,0.0,5028.870235884465,167.072100859949
899,CA,Vancouver,Expo Line Surrey-Langley extension,2022,2029,0.0,16,0,0,,,8,,1.0,3144.1200000000003,196.50750000000002
900,DR,Santo Domingo,Line 1,2005,2008,0.0,14.5,0.66,9.5,,,16,120,0.0,2080.1662216708337,143.45973942557475
901,DR,Santo Domingo,"Line 2a, 2b",2009,2018,0.0,16.5,1,16.5,,,18,120,0.0,2846.34160949328,172.50555209050182
902,DE,Nuremberg,U3 extension to Gebersdorf,2020,2026,0.0,2.1,1,2.1,,,2,90,0.0,192.4,91.61904761904762
903,SG,Singapore,Circle Line Stages 1-5,2002,2012,0.0,35.5,1,35.5,,,30,70,1.0,12127.796587280916,341.6280728811526
904,DE,Berlin,Extension to Rathaus Steglitz,1968,1974,0.0,1.5,1,1.5,,,2,100,0.0,307.95408,205.30272
905,DE,Berlin,Extension to Rathaus Spandau,1978,1984,0.0,4.9,1,4.9,,,5,100,0.0,1064.0626399999999,217.15564081632652
906,DE,Munich,S-Bahn Stammstrecke,1965,1971,1.0,11.4,0.36,4.1,,,5,200,0.0,2476.2852,217.218
907,US,Chicago,Orange Line,1987,1993,0.0,14.4,0,0,4,10.4,7,120,1.0,1036.6105585309872,71.98684434242966
908,US,Philadelphia,Center City Commuter Connection,1976,1984,1.0,2.9,0.69,2,,,1,350,1.0,1085.1953883495146,374.20530632741884
943,RO,Cluj-Napoca,Cluj-Napoca Line,2023,2031,0.0,21,1,21,,,19,,1.0,4446.0,211.71428571428572
